# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	ERR526049
UniRef90_A0A174CIE2	93.1034763566
UniRef90_A0A174CIE2|unclassified	93.1034763566
UniRef90_A0A0T9GXS0	93.0198984183
UniRef90_A0A0T9GXS0|unclassified	93.0198984183
UniRef90_C0FQD4	92.9263788672
UniRef90_C0FQD4|unclassified	92.9263788672
UniClust90_13977-CJKCCMNA_00808	92.9166213715
UniClust90_13977-CJKCCMNA_00808|unclassified	92.9166213715
UniRef90_A0A173T1K9	92.8952098986
UniRef90_A0A173T1K9|unclassified	92.8952098986
UniRef90_A0A3D0HLL6	92.8668850509
UniRef90_A0A3D0HLL6|unclassified	92.8668850509
UniRef90_A0A174EBC4	92.8640353005
UniRef90_A0A174EBC4|s__Phocaeicola_vulgatus.t__SGB1814	92.8640353005
UniClust90_41551-JGAPJOKI_03307	92.8030845205
UniClust90_41551-JGAPJOKI_03307|unclassified	92.8030845205
UniClust90_53518-EFHHGBMG_00231	92.7807541966
UniClust90_53518-EFHHGBMG_00231|unclassified	92.7807541966
UniClust90_5853-GCENJMAI_01396	92.7807541966
UniClust90_5853-GCENJMAI_01396|unclassified	92.7807541966
UniRef90_UNK15301-JPAFEAFD_01944	92.7807541966
UniRef90_UNK15301-JPAFEAFD_01944|unclassified	92.7807541966
UniClust90_5205-PGIBKGNA_01112	92.7675921234
UniClust90_5205-PGIBKGNA_01112|unclassified	92.7675921234
UniRef90_E7H486	92.7462362102
UniRef90_E7H486|s__Sutterella_wadsworthensis.t__SGB9283	92.7462362102
UniRef90_A0A174CQR6	92.7381059074
UniRef90_A0A174CQR6|s__Bacteroides_faecis.t__SGB1860	92.7381059074
UniRef90_A0A1Q6RMQ0	92.6689280370
UniRef90_A0A1Q6RMQ0|unclassified	92.6689280370
UniRef90_A0A174CTW6	92.5049850327
UniRef90_A0A174CTW6|unclassified	92.5049850327
UniRef90_A0A174D076	92.4528515120
UniRef90_A0A174D076|unclassified	92.4528515120
UniRef90_C7G774	92.3058611880
UniRef90_C7G774|unclassified	92.3058611880
UniRef90_Q5L8D1	92.3021228195
UniRef90_Q5L8D1|s__Bacteroides_uniformis.t__SGB1836	43.0631739078
UniRef90_Q5L8D1|s__Phocaeicola_vulgatus.t__SGB1814	20.2577835901
UniRef90_Q5L8D1|s__Bacteroides_caccae.t__SGB1877	15.3452166958
UniRef90_Q5L8D1|s__Bacteroides_faecis.t__SGB1860	13.6359486258
UniClust90_102322-ACLNEPJD_00918	91.8956146774
UniClust90_102322-ACLNEPJD_00918|unclassified	91.8956146774
UniRef90_A0A1C5ZYJ3	91.8783232362
UniRef90_A0A1C5ZYJ3|unclassified	91.8783232362
UniClust90_41418-OEIMJCPN_01197	91.8716476709
UniClust90_41418-OEIMJCPN_01197|unclassified	91.8716476709
UniRef90_C7G5Y0	91.7759181046
UniRef90_C7G5Y0|unclassified	91.7759181046
UniClust90_15038-MKFJMDEK_00760	91.6064031154
UniClust90_15038-MKFJMDEK_00760|unclassified	91.6064031154
UniRef90_E2NWJ3	91.3948610494
UniRef90_E2NWJ3|unclassified	91.3948610494
UniClust90_6769-AHMJOJPP_01360	91.3764364487
UniClust90_6769-AHMJOJPP_01360|unclassified	91.3764364487
UniClust90_4791-LGDBBLDP_01357	91.3698532517
UniClust90_4791-LGDBBLDP_01357|unclassified	91.3698532517
UniRef90_B5CWY4	91.3532154453
UniRef90_B5CWY4|s__Phocaeicola_vulgatus.t__SGB1814	30.8670426801
UniRef90_B5CWY4|s__Bacteroides_uniformis.t__SGB1836	22.1512797098
UniRef90_B5CWY4|s__Bacteroides_caccae.t__SGB1877	19.3596566240
UniRef90_B5CWY4|s__Bacteroides_faecis.t__SGB1860	18.9752364315
UniRef90_A0A1H7X6W4	91.2994750171
UniRef90_A0A1H7X6W4|unclassified	91.2994750171
UniRef90_F7LRN8	91.2055228483
UniRef90_F7LRN8|s__Bacteroides_caccae.t__SGB1877	27.4224509466
UniRef90_F7LRN8|s__Bacteroides_uniformis.t__SGB1836	25.5625222626
UniRef90_F7LRN8|s__Bacteroides_faecis.t__SGB1860	18.4294651409
UniRef90_F7LRN8|s__Parabacteroides_distasonis.t__SGB1934	14.3202013433
UniRef90_F7LRN8|s__Phocaeicola_vulgatus.t__SGB1814	5.4708831549
UniClust90_4991-NKOMJJEA_00786	91.1846553115
UniClust90_4991-NKOMJJEA_00786|unclassified	91.1846553115
UniRef90_V8C708	91.1295325353
UniRef90_V8C708|unclassified	91.1295325353
UniRef90_A0A1C5KVH7	91.0789964870
UniRef90_A0A1C5KVH7|unclassified	91.0789964870
UniClust90_61600-HHMKHPOP_00004	91.0378606382
UniClust90_61600-HHMKHPOP_00004|unclassified	91.0378606382
UniRef90_A0A330I649	91.0220336156
UniRef90_A0A330I649|unclassified	91.0220336156
UniRef90_A0A1C6E0N2	91.0020065091
UniRef90_A0A1C6E0N2|unclassified	91.0020065091
UniClust90_36997-KEGHEMHH_00866	90.9299128916
UniClust90_36997-KEGHEMHH_00866|unclassified	90.9299128916
UniRef90_F7LYY1	90.9063241720
UniRef90_F7LYY1|s__Phocaeicola_vulgatus.t__SGB1814	68.1797431290
UniRef90_F7LYY1|s__Bacteroides_uniformis.t__SGB1836	22.7265810430
UniRef90_UNK1836-OKPHMJMA_03682	90.9063241720
UniRef90_UNK1836-OKPHMJMA_03682|s__Bacteroides_uniformis.t__SGB1836	90.9063241720
UniRef90_A0A447DSX8	90.8691127460
UniRef90_A0A447DSX8|unclassified	90.8691127460
UniClust90_41633-GEIJMKHH_00555	90.8433199249
UniClust90_41633-GEIJMKHH_00555|unclassified	90.8433199249
UniRef90_A0A1E9DL98	90.7823271300
UniRef90_A0A1E9DL98|s__Bacteroides_faecis.t__SGB1860	57.5023141273
UniRef90_A0A1E9DL98|s__Bacteroides_caccae.t__SGB1877	33.2800130027
UniRef90_F5RNA3	90.7288517853
UniRef90_F5RNA3|unclassified	90.7288517853
UniRef90_E4TF97	90.7141265831
UniRef90_E4TF97|unclassified	90.7141265831
UniClust90_41498-FPMKMNEJ_02459	90.6694475538
UniClust90_41498-FPMKMNEJ_02459|unclassified	90.6694475538
UniRef90_UNK41490-BCIJCCKE_01978	90.6694475538
UniRef90_UNK41490-BCIJCCKE_01978|unclassified	90.6694475538
UniRef90_A0A0E9F4R9	90.6692146084
UniRef90_A0A0E9F4R9|unclassified	90.6692146084
UniRef90_A0A173RZC4	90.6600481902
UniRef90_A0A173RZC4|unclassified	90.6600481902
UniRef90_A0A1C5TKK5	90.6558662935
UniRef90_A0A1C5TKK5|unclassified	90.6558662935
UniRef90_A0A173UKA6	90.6538741642
UniRef90_A0A173UKA6|unclassified	90.6538741642
UniClust90_4888-AMOPHFKM_00908	90.6387751782
UniClust90_4888-AMOPHFKM_00908|unclassified	90.6387751782
UniRef90_K1T670	90.5629529023
UniRef90_K1T670|unclassified	90.5629529023
UniRef90_A0A174CUQ4	90.5620506562
UniRef90_A0A174CUQ4|unclassified	90.5620506562
UniRef90_A0A353MVJ2	90.5566580826
UniRef90_A0A353MVJ2|unclassified	90.5566580826
UniClust90_37002-EJFAMFFI_00003	90.4995094784
UniClust90_37002-EJFAMFFI_00003|unclassified	90.4995094784
UniRef90_A0A0M6X269	90.3673559727
UniRef90_A0A0M6X269|unclassified	90.3673559727
UniRef90_E5X4A4	90.3579617815
UniRef90_E5X4A4|s__Bacteroides_caccae.t__SGB1877	43.2809458664
UniRef90_E5X4A4|s__Bacteroides_faecis.t__SGB1860	39.1709527867
UniRef90_E5X4A4|s__Phocaeicola_vulgatus.t__SGB1814	7.9060631284
UniClust90_20534-NHFLMCGC_00523	90.3416264778
UniClust90_20534-NHFLMCGC_00523|unclassified	90.3416264778
UniClust90_4990-AMLDPEHB_01428	90.3241063438
UniClust90_4990-AMLDPEHB_01428|unclassified	90.3241063438
UniClust90_37124-MLCJDFPD_00792	90.3213242546
UniClust90_37124-MLCJDFPD_00792|unclassified	90.3213242546
UniRef90_A0A174TIK5	90.3083540696
UniRef90_A0A174TIK5|unclassified	90.3083540696
UniRef90_C7GE89	90.1354177108
UniRef90_C7GE89|unclassified	90.1354177108
UniClust90_15126-LPNNNHCL_01956	90.0755920933
UniClust90_15126-LPNNNHCL_01956|unclassified	90.0755920933
UniClust90_4939-PLPGDPPO_00263	90.0711852722
UniClust90_4939-PLPGDPPO_00263|unclassified	90.0711852722
UniClust90_4892-ILLLJJGD_01016	90.0518446100
UniClust90_4892-ILLLJJGD_01016|unclassified	90.0518446100
UniRef90_UNK41480-LJADENBC_01539	89.8730113155
UniRef90_UNK41480-LJADENBC_01539|unclassified	89.8730113155
UniClust90_4194-IENLKDCA_02204	89.8319935649
UniClust90_4194-IENLKDCA_02204|unclassified	89.8319935649
UniRef90_R7AML3	89.6789259331
UniRef90_R7AML3|unclassified	89.6789259331
UniClust90_6235-LGDOFLKL_00037	89.5884477349
UniClust90_6235-LGDOFLKL_00037|unclassified	89.5884477349
UniClust90_82505-HBOOABEA_00499	89.5623206315
UniClust90_82505-HBOOABEA_00499|unclassified	89.5623206315
UniClust90_37164-DPPJHLDC_01181	89.4557009374
UniClust90_37164-DPPJHLDC_01181|unclassified	89.4557009374
UniRef90_A0A0E9FRB7	89.3838755526
UniRef90_A0A0E9FRB7|unclassified	89.3838755526
UniClust90_37102-NLDFPHMC_00945	89.2045835733
UniClust90_37102-NLDFPHMC_00945|unclassified	89.2045835733
UniRef90_A0A3E4XN06	89.1818401573
UniRef90_A0A3E4XN06|s__Phocaeicola_vulgatus.t__SGB1814	89.1818401573
UniClust90_4800-ODLKJFIF_01477	89.1100755675
UniClust90_4800-ODLKJFIF_01477|unclassified	89.1100755675
UniClust90_5978-GJFAFNOK_00540	89.0947698885
UniClust90_5978-GJFAFNOK_00540|unclassified	89.0947698885
UniClust90_4950-OGNMPDDA_03168	89.0859286087
UniClust90_4950-OGNMPDDA_03168|unclassified	89.0859286087
UniClust90_4684-FOILAFDI_01223	89.0277300810
UniClust90_4684-FOILAFDI_01223|unclassified	89.0277300810
UniRef90_D4IN63	89.0048359515
UniRef90_D4IN63|s__Bacteroides_uniformis.t__SGB1836	26.3282410145
UniRef90_D4IN63|s__Bacteroides_caccae.t__SGB1877	22.7160571968
UniRef90_D4IN63|s__Bacteroides_faecis.t__SGB1860	21.3307119315
UniRef90_D4IN63|s__Phocaeicola_vulgatus.t__SGB1814	18.6298258085
UniRef90_A0A078RGM4	88.9586064673
UniRef90_A0A078RGM4|s__Phocaeicola_vulgatus.t__SGB1814	88.9586064673
UniRef90_R5HP50	88.8680591602
UniRef90_R5HP50|unclassified	88.8680591602
UniRef90_A0A1C5NZP3	88.7133711292
UniRef90_A0A1C5NZP3|unclassified	88.7133711292
UniClust90_35510-ILFMHIKB_00747	88.5878585396
UniClust90_35510-ILFMHIKB_00747|unclassified	88.5878585396
UniClust90_4938-IPDMHMFP_02035	88.4702910863
UniClust90_4938-IPDMHMFP_02035|unclassified	88.4702910863
UniClust90_4603-COKPELBH_01430	88.3410063020
UniClust90_4603-COKPELBH_01430|unclassified	88.3410063020
UniClust90_14933-JKEMMLKB_01587	88.3146824012
UniClust90_14933-JKEMMLKB_01587|unclassified	88.3146824012
UniRef90_A0A173UZA3	88.2847095403
UniRef90_A0A173UZA3|unclassified	88.2847095403
UniRef90_A0A3C1WSL6	88.2710600026
UniRef90_A0A3C1WSL6|unclassified	88.2710600026
UniRef90_C7GA84	88.2546680306
UniRef90_C7GA84|unclassified	88.2546680306
UniRef90_D4KBL3	88.2155975090
UniRef90_D4KBL3|unclassified	88.2155975090
UniRef90_C7GAU0	88.1681026285
UniRef90_C7GAU0|unclassified	88.1681026285
UniClust90_4813-AGEHINPN_03186	88.1496641646
UniClust90_4813-AGEHINPN_03186|unclassified	88.1496641646
UniRef90_A0A3E5EXX2	88.1251068188
UniRef90_A0A3E5EXX2|s__Phocaeicola_vulgatus.t__SGB1814	88.1251068188
UniRef90_C4ZAP4	88.1119038661
UniRef90_C4ZAP4|unclassified	88.1119038661
UniClust90_29427-EFLPLOIM_02478	88.0816366050
UniClust90_29427-EFLPLOIM_02478|unclassified	88.0816366050
UniClust90_102301-IPKGINCO_02670	88.0649268753
UniClust90_102301-IPKGINCO_02670|unclassified	88.0649268753
UniRef90_D4LI55	88.0343430837
UniRef90_D4LI55|unclassified	88.0343430837
UniRef90_A0A174EYH9	87.9695186337
UniRef90_A0A174EYH9|unclassified	87.9695186337
UniClust90_4870-CFOLIFMO_01504	87.9262048101
UniClust90_4870-CFOLIFMO_01504|unclassified	87.9262048101
UniRef90_C0BWA8	87.8858701458
UniRef90_C0BWA8|unclassified	87.8858701458
UniRef90_A0A174Z701	87.8652402153
UniRef90_A0A174Z701|s__Phocaeicola_vulgatus.t__SGB1814	87.8652402153
UniRef90_A0A0M6WDS2	87.8635421941
UniRef90_A0A0M6WDS2|unclassified	87.8635421941
UniRef90_D4J385	87.7995862764
UniRef90_D4J385|unclassified	87.7995862764
UniRef90_A0A0E9FGU2	87.7570843015
UniRef90_A0A0E9FGU2|unclassified	87.7570843015
UniRef90_A0A174ZWG0	87.7436010545
UniRef90_A0A174ZWG0|unclassified	87.7436010545
UniRef90_B0NPK8	87.7149911845
UniRef90_B0NPK8|s__Bacteroides_uniformis.t__SGB1836	51.5207829909
UniRef90_B0NPK8|s__Phocaeicola_vulgatus.t__SGB1814	26.9037385743
UniRef90_B0NPK8|s__Bacteroides_faecis.t__SGB1860	9.2904696193
UniRef90_D4IN79	87.6484107328
UniRef90_D4IN79|s__Bacteroides_faecis.t__SGB1860	31.4640980351
UniRef90_D4IN79|s__Phocaeicola_vulgatus.t__SGB1814	24.9706160319
UniRef90_D4IN79|s__Bacteroides_caccae.t__SGB1877	16.2275779920
UniRef90_D4IN79|s__Bacteroides_uniformis.t__SGB1836	14.9861186738
UniClust90_4859-DPFGLMGP_01623	87.6198363759
UniClust90_4859-DPFGLMGP_01623|unclassified	87.6198363759
UniRef90_A0A174K0A6	87.6036611183
UniRef90_A0A174K0A6|unclassified	87.6036611183
UniClust90_41759-KLINBFFL_00551	87.5359512843
UniClust90_41759-KLINBFFL_00551|unclassified	87.5359512843
UniRef90_A0A1C5RJH2	87.4850892181
UniRef90_A0A1C5RJH2|unclassified	87.4850892181
UniRef90_C7GD45	87.4776981853
UniRef90_C7GD45|unclassified	87.4776981853
UniRef90_A0A174EWZ8	87.4607715662
UniRef90_A0A174EWZ8|unclassified	87.4607715662
UniClust90_5063-FELCAEMJ_01557	87.4282932686
UniClust90_5063-FELCAEMJ_01557|unclassified	87.4282932686
UniClust90_41629-MAPECHMH_01669	87.2622495551
UniClust90_41629-MAPECHMH_01669|unclassified	87.2622495551
UniRef90_P0CF66	87.0353949419
UniRef90_P0CF66|s__Escherichia_coli.t__SGB10068	87.0353949419
UniRef90_A0A173QZE3	86.9015675416
UniRef90_A0A173QZE3|unclassified	86.9015675416
UniRef90_A0A173VY66	86.8754932993
UniRef90_A0A173VY66|unclassified	86.8754932993
UniClust90_17272-ONNHKEFJ_00846	86.7591908814
UniClust90_17272-ONNHKEFJ_00846|unclassified	86.7591908814
UniRef90_A0A173ZPQ6	86.7454870239
UniRef90_A0A173ZPQ6|unclassified	86.7454870239
UniRef90_A0A3C0WZM9	86.6863930486
UniRef90_A0A3C0WZM9|unclassified	86.6863930486
UniRef90_A0A2W0CL51	86.5030539419
UniRef90_A0A2W0CL51|unclassified	86.5030539419
UniClust90_41677-OLNAHBAI_01738	86.4382315222
UniClust90_41677-OLNAHBAI_01738|unclassified	86.4382315222
UniRef90_I9QQ73	86.4361498306
UniRef90_I9QQ73|s__Bacteroides_uniformis.t__SGB1836	39.6718388382
UniRef90_I9QQ73|s__Bacteroides_faecis.t__SGB1860	30.3021080573
UniRef90_I9QQ73|s__Phocaeicola_vulgatus.t__SGB1814	15.1510540287
UniRef90_I9QQ73|s__Bacteroides_caccae.t__SGB1877	1.3111489063
UniClust90_14895-JDBOIHJD_00069	86.3977517697
UniClust90_14895-JDBOIHJD_00069|unclassified	86.3977517697
UniClust90_41597-KOHDFENK_02451	86.3528715049
UniClust90_41597-KOHDFENK_02451|unclassified	86.3528715049
UniClust90_37547-ECCNJDND_00314	86.2574926239
UniClust90_37547-ECCNJDND_00314|unclassified	86.2574926239
UniClust90_4920-IJBKHNOK_00363	86.2441513730
UniClust90_4920-IJBKHNOK_00363|unclassified	86.2441513730
UniRef90_A0A348V7N6	86.2155243484
UniRef90_A0A348V7N6|unclassified	86.2155243484
UniClust90_4920-ACBPOJKL_01522	86.1347608604
UniClust90_4920-ACBPOJKL_01522|unclassified	86.1347608604
UniRef90_A0A2X2UZ29	86.0715087241
UniRef90_A0A2X2UZ29|unclassified	86.0715087241
UniRef90_C0FX05	86.0646826117
UniRef90_C0FX05|unclassified	86.0646826117
UniClust90_41775-NJKIFLIB_01584	86.0587650603
UniClust90_41775-NJKIFLIB_01584|unclassified	86.0587650603
UniClust90_37013-GOKFKDIN_00173	85.9893581269
UniClust90_37013-GOKFKDIN_00173|unclassified	85.9893581269
UniClust90_37145-EFMICOHH_02029	85.9893581269
UniClust90_37145-EFMICOHH_02029|unclassified	85.9893581269
UniRef90_UNK74356-COFGIIMF_00885	85.9893581269
UniRef90_UNK74356-COFGIIMF_00885|unclassified	85.9893581269
UniRef90_E7RQS9	85.9085712524
UniRef90_E7RQS9|unclassified	85.9085712524
UniClust90_4929-EFCALKFJ_02221	85.9078069809
UniClust90_4929-EFCALKFJ_02221|unclassified	85.9078069809
UniRef90_U2EDC2	85.8242193145
UniRef90_U2EDC2|unclassified	85.8242193145
UniClust90_4697-BHCCMFLE_01934	85.7994713237
UniClust90_4697-BHCCMFLE_01934|unclassified	85.7994713237
UniRef90_A0A174B9N5	85.6942776544
UniRef90_A0A174B9N5|unclassified	85.6942776544
UniRef90_A0A3C2BDC7	85.6881041780
UniRef90_A0A3C2BDC7|unclassified	85.6881041780
UniClust90_4922-JLFMMGLE_01320	85.6476807952
UniClust90_4922-JLFMMGLE_01320|unclassified	85.6476807952
UniClust90_4948-GMPBPCAJ_00563	85.5982289320
UniClust90_4948-GMPBPCAJ_00563|unclassified	85.5982289320
UniRef90_A0A0D0RIS0	85.5980952334
UniRef90_A0A0D0RIS0|unclassified	85.5980952334
UniRef90_A0A069SV61	85.5361172441
UniRef90_A0A069SV61|s__Phocaeicola_vulgatus.t__SGB1814	85.5361172441
UniRef90_C7G776	85.4860796519
UniRef90_C7G776|unclassified	85.4860796519
UniRef90_A0A413WVW1	85.4015722585
UniRef90_A0A413WVW1|unclassified	85.4015722585
UniClust90_4329-EANPGJFL_01184	85.2826353513
UniClust90_4329-EANPGJFL_01184|unclassified	85.2826353513
UniClust90_5104-GINLNKDD_00219	85.2769380333
UniClust90_5104-GINLNKDD_00219|unclassified	85.2769380333
UniRef90_A0A0J2CWG5	85.2246789113
UniRef90_A0A0J2CWG5|s__Escherichia_coli.t__SGB10068	85.2246789113
UniRef90_A0A1D7PYT2	85.2246789113
UniRef90_A0A1D7PYT2|s__Escherichia_coli.t__SGB10068	85.2246789113
UniRef90_K9DXH5	85.1988167297
UniRef90_K9DXH5|s__Bacteroides_faecis.t__SGB1860	31.8416291413
UniRef90_K9DXH5|s__Phocaeicola_vulgatus.t__SGB1814	18.3904490718
UniRef90_K9DXH5|s__Bacteroides_uniformis.t__SGB1836	18.2130554318
UniRef90_K9DXH5|s__Bacteroides_caccae.t__SGB1877	16.7536830848
UniRef90_K1UP90	85.1986065271
UniRef90_K1UP90|unclassified	85.1986065271
UniClust90_43538-PCDADLHP_02350	85.1962092825
UniClust90_43538-PCDADLHP_02350|unclassified	85.1962092825
UniRef90_C7H475	85.0651877381
UniRef90_C7H475|unclassified	85.0651877381
UniClust90_4732-NBALLBED_00251	85.0620266870
UniClust90_4732-NBALLBED_00251|unclassified	85.0620266870
UniRef90_A6BEH4	84.9611950548
UniRef90_A6BEH4|unclassified	84.9611950548
UniClust90_63083-AGNFKHIP_00287	84.8660732243
UniClust90_63083-AGNFKHIP_00287|unclassified	84.8660732243
UniClust90_41470-MENJGOIO_02247	84.8482368274
UniClust90_41470-MENJGOIO_02247|unclassified	84.8482368274
UniClust90_4674-EPEOHGPP_02513	84.8422114407
UniClust90_4674-EPEOHGPP_02513|unclassified	84.8422114407
UniRef90_A0A0M6X0S6	84.8058572229
UniRef90_A0A0M6X0S6|unclassified	84.8058572229
UniRef90_R6UTP8	84.7725500107
UniRef90_R6UTP8|s__Bacteroides_faecis.t__SGB1860	84.7725500107
UniRef90_A0A3G2C6T1	84.7440764593
UniRef90_A0A3G2C6T1|unclassified	84.7440764593
UniRef90_UNK4930-NNDOGBGJ_01026	84.6985432603
UniRef90_UNK4930-NNDOGBGJ_01026|unclassified	84.6985432603
UniClust90_4598-GMIONHMA_02847	84.6869068768
UniClust90_4598-GMIONHMA_02847|unclassified	84.6869068768
UniClust90_4751-EJGMLHIB_02451	84.5581223724
UniClust90_4751-EJGMLHIB_02451|unclassified	84.5581223724
UniRef90_C7GEN3	84.5196453616
UniRef90_C7GEN3|unclassified	84.5196453616
UniRef90_A0A1C5QPZ3	84.5169497186
UniRef90_A0A1C5QPZ3|unclassified	84.5169497186
UniClust90_4966-EOJAAMPB_02172	84.5053012435
UniClust90_4966-EOJAAMPB_02172|unclassified	84.5053012435
UniRef90_P20458	84.4874808622
UniRef90_P20458|unclassified	84.4874808622
UniRef90_A0A395VB58	84.3834809401
UniRef90_A0A395VB58|unclassified	84.3834809401
UniRef90_UNK41451-CPNCNLFD_00378	84.3404490151
UniRef90_UNK41451-CPNCNLFD_00378|unclassified	84.3404490151
UniRef90_A0A0M6WTP8	84.3204141496
UniRef90_A0A0M6WTP8|unclassified	84.3204141496
UniRef90_A0A174YD05	84.2675504368
UniRef90_A0A174YD05|unclassified	84.2675504368
UniClust90_5104-AJNDHOIM_01204	84.2622116033
UniClust90_5104-AJNDHOIM_01204|unclassified	84.2622116033
UniRef90_A0A143XZN8	84.2148099361
UniRef90_A0A143XZN8|unclassified	84.2148099361
UniRef90_Q8A485	84.2123661791
UniRef90_Q8A485|s__Bacteroides_faecis.t__SGB1860	35.4297629880
UniRef90_Q8A485|s__Bacteroides_uniformis.t__SGB1836	26.5858117862
UniRef90_Q8A485|s__Phocaeicola_vulgatus.t__SGB1814	17.4799538300
UniRef90_Q8A485|s__Bacteroides_caccae.t__SGB1877	4.7168375750
UniRef90_D4KNQ8	84.1390804924
UniRef90_D4KNQ8|unclassified	84.1390804924
UniRef90_K1S2D2	84.0810039598
UniRef90_K1S2D2|unclassified	84.0810039598
UniClust90_4659-DACIDPFJ_01488	84.0764219097
UniClust90_4659-DACIDPFJ_01488|unclassified	84.0764219097
UniRef90_A0A174DYK9	84.0561420958
UniRef90_A0A174DYK9|unclassified	84.0561420958
UniRef90_UNK41875-OAAIOIGL_02318	84.0121955111
UniRef90_UNK41875-OAAIOIGL_02318|unclassified	84.0121955111
UniClust90_4951-CENJOMGH_02156	83.9287339053
UniClust90_4951-CENJOMGH_02156|unclassified	83.9287339053
UniRef90_R7QVB3	83.7988955073
UniRef90_R7QVB3|unclassified	83.7988955073
UniRef90_A0A1Y3RU59	83.7917635376
UniRef90_A0A1Y3RU59|unclassified	83.7917635376
UniRef90_A5ZWS1	83.7261370845
UniRef90_A5ZWS1|unclassified	83.7261370845
UniClust90_41569-OGGCGLPJ_01053	83.7034494402
UniClust90_41569-OGGCGLPJ_01053|unclassified	83.7034494402
UniClust90_41645-NMNFJBGE_00582	83.7034494402
UniClust90_41645-NMNFJBGE_00582|unclassified	83.7034494402
UniRef90_A0A173ZKV3	83.6778500336
UniRef90_A0A173ZKV3|unclassified	83.6778500336
UniRef90_A0A173W1C8	83.6614610292
UniRef90_A0A173W1C8|unclassified	83.6614610292
UniRef90_A0A1C5VKB4	83.6481408270
UniRef90_A0A1C5VKB4|unclassified	83.6481408270
UniClust90_41479-KENMOCHN_01192	83.6348087773
UniClust90_41479-KENMOCHN_01192|unclassified	83.6348087773
UniClust90_4937-FAHKBJAE_01345	83.6279899350
UniClust90_4937-FAHKBJAE_01345|unclassified	83.6279899350
UniRef90_Q8A482	83.5736640809
UniRef90_Q8A482|s__Phocaeicola_vulgatus.t__SGB1814	56.4343368764
UniRef90_Q8A482|s__Bacteroides_caccae.t__SGB1877	19.3939956280
UniRef90_Q8A482|s__Bacteroides_uniformis.t__SGB1836	4.7380083659
UniRef90_Q8A482|s__Bacteroides_faecis.t__SGB1860	3.0073232106
UniRef90_A0A173WQW0	83.5536067758
UniRef90_A0A173WQW0|s__Bifidobacterium_bifidum.t__SGB17256	83.5536067758
UniRef90_UNK4950-BEMAAKPB_00298	83.5294384448
UniRef90_UNK4950-BEMAAKPB_00298|unclassified	83.5294384448
UniClust90_14295-ILNIBADA_01578	83.4724096564
UniClust90_14295-ILNIBADA_01578|unclassified	83.4724096564
UniClust90_14198-OIFLDKBK_00150	83.4171695098
UniClust90_14198-OIFLDKBK_00150|unclassified	83.4171695098
UniClust90_4770-MDJBIHMP_02333	83.2191589413
UniClust90_4770-MDJBIHMP_02333|unclassified	83.2191589413
UniRef90_A0A0M6X205	83.2185664532
UniRef90_A0A0M6X205|unclassified	83.2185664532
UniClust90_4659-NNPINADM_01696	83.2082232218
UniClust90_4659-NNPINADM_01696|unclassified	83.2082232218
UniRef90_C7G837	83.1734844670
UniRef90_C7G837|unclassified	83.1734844670
UniClust90_4906-OCKDFCOK_02174	83.1419186414
UniClust90_4906-OCKDFCOK_02174|unclassified	83.1419186414
UniRef90_A0A1E3A963	83.1322264659
UniRef90_A0A1E3A963|unclassified	83.1322264659
UniRef90_D4IN77	82.9623689267
UniRef90_D4IN77|s__Phocaeicola_vulgatus.t__SGB1814	29.0676233380
UniRef90_D4IN77|s__Bacteroides_caccae.t__SGB1877	21.4134074748
UniRef90_D4IN77|s__Bacteroides_faecis.t__SGB1860	18.8555636838
UniRef90_D4IN77|s__Bacteroides_uniformis.t__SGB1836	13.6257744301
UniRef90_D4KBC0	82.9179468590
UniRef90_D4KBC0|unclassified	82.9179468590
UniRef90_C7GCI5	82.8838145161
UniRef90_C7GCI5|unclassified	82.8838145161
UniClust90_41709-MLMPHEHL_00691	82.8544551237
UniClust90_41709-MLMPHEHL_00691|unclassified	82.8544551237
UniClust90_4950-AGJNIICM_01499	82.7024740978
UniClust90_4950-AGJNIICM_01499|unclassified	82.7024740978
UniRef90_A0A0M6X0U7	82.6976141635
UniRef90_A0A0M6X0U7|unclassified	82.6976141635
UniRef90_UNK4829-HCDDIMCJ_01238	82.6812185672
UniRef90_UNK4829-HCDDIMCJ_01238|unclassified	82.6812185672
UniRef90_A7LTR6	82.5552244649
